*,Product,Code,Size,Retail price,Available Stock,Hold Stock,Total price
1991,Heavy Duty Pipe Cutter,2H63-01,0,"Rs.1,150.00",139,3,"Rs.162,150.00"
1992,Pressure Sprayer 2 Liter,3G128-02,2,Rs.780.00,24,0,Rs.0.00
1993,Bolt With Nut Zinc (Full Teeth) 6 X 100,3G119-43,80,Rs.565.00,15,0,Rs.0.00
1994,Bolt With Nut Zinc (Full Teeth) 8 X 35,3G119-44,35,Rs.565.00,1,0,Rs.0.00
1995,Bolt With Nut Zinc (Full Teeth) 6 X 60,3G119-45,60,Rs.565.00,179,0,"Rs.101,700.00"
1996,HSS Drill Bit (Cincy) 8.5mm,1P56-01,8.5,Rs.230.00,820,0,Rs.0.00
1997,Bolt With Nut Zinc (Full Teeth) 6 X 75,3G119-46,75,Rs.565.00,0,4,"Rs.2,260.00"
1998,Bolt With Nut Zinc (Full Teeth) 10 X 35,3G119-47,35,Rs.565.00,86,4,"Rs.54,805.00"
1999,Bolt With Nut Zinc (Full Teeth) 8 X 60,3G119-48,60,Rs.565.00,2,0,Rs.0.00
2000,Bolt With Nut Zinc (Full Teeth) 12 X 150,3G119-49,200,Rs.565.00,38,0,"Rs.26,555.00"
2001,Hex Nut ( YZP ) M5,3G132-01,5,Rs.740.00,420,0,"Rs.141,340.00"
2002,Hex Nut ( YZP ) M6,3G132-02,6,Rs.565.00,105,0,"Rs.59,325.00"
2003,Hex Nut ( YZP ) M8,3G132-03,8,Rs.565.00,10,0,"Rs.23,165.00"
2004,Hex Nut ( YZP ) M10,3G132-04,10,Rs.565.00,0,0,Rs.0.00
2005,Hex Nut ( YZP ) M12,3G132-05,12,Rs.565.00,55,0,"Rs.45,765.00"
2006,Wood Chisel (Wood Handel) 1 Inch,2H32-12,1,Rs.550.00,380,3,"Rs.211,200.00"
2007,Circlip Pliers 1A,2H64-01,0,Rs.567.00,84,0,"Rs.48,195.00"
2008,Circlip Pliers 2A,2H64-02,0,Rs.567.00,6,0,Rs.0.00
2009,Circlip Pliers 3A,2H64-03,0,Rs.567.00,196,0,"Rs.57,267.00"
2010,Circlip Pliers 4A,2H64-04,0,Rs.567.00,71,0,"Rs.40,824.00"
2011,Damge Iterm,ehpl01,0,Rs.150.00,0,2,Rs.0.00
2012,Tile Beading King S/S (Box Shape),3G109-04,0,Rs.830.00,1455,0,"Rs.1,229,230.00"
2013,Anchor Bolt 3/8 Inch - 10x150 mm,3G111-11,08-Mar,Rs.73.00,0,5,Rs.365.00
2014,Water Meter (Volumetric),3G133-01,0,"Rs.6,880.00",0,0,Rs.0.00
2015,Threaded Bar (Zinc Plated) 1/4 Inch,3G134-01,04-Jan,Rs.150.00,0,0,Rs.0.00
2016,Threaded Bar (Zinc Plated) 5/16 Inch,3G134-02,16-May,Rs.230.00,0,0,Rs.0.00
2017,Threaded Bar (Zinc Plated) 3/8 Inch,3G134-03,08-Mar,Rs.345.00,0,0,Rs.0.00
2018,Threaded Bar (Zinc Plated) 1/2 Inch,3G134-04,02-Jan,Rs.535.00,0,0,Rs.0.00
2019,Jet Shower (Oscar) - King Mega,4S13-03,0,Rs.645.00,37,12,"Rs.23,865.00"
2020,Basin West Plastic ( Popup ) Slotted 1 1/4 Inch,4S10-07,0,Rs.320.00,400,2,"Rs.96,960.00"
2021,Biddy Spray Set (King Mega) Nical,4S16-06,0,"Rs.2,220.00",255,0,"Rs.581,640.00"
2022,Inlet Hose (Fully Automatic) 1.5 m,4S32-03,0,Rs.510.00,0,0,"Rs.3,570.00"
2023,Hand Shower (EverPro) Round,4S14-05,0,Rs.950.00,661,0,"Rs.624,150.00"
2024,Saw Blade EHPL 10 Inch (250mmX24TX25.24mm),1P20-10,10,"Rs.2,680.00",198,0,"Rs.530,640.00"
2025,HSS Hall Saw Bit (EHPL) 38 mm,1P08-11,38,Rs.910.00,100,0,"Rs.91,000.00"
2026,Pantry Magnet (S/S) Small,3G55-05,0,Rs.90.00,1050,0,"Rs.103,500.00"
2027,Ratchet Wrench (Grade A),2H05-02,0,"Rs.1,750.00",160,3,"Rs.274,750.00"
2028,Hinges Router Bit Long Arm 18 mm,1P38-06,18,Rs.380.00,498,0,"Rs.190,000.00"
2029,Hinges Router Bit Long Arm 28 mm,1P38-07,28,Rs.595.00,200,0,"Rs.119,000.00"
2030,Hinges Router Bit Long Arm 30 mm,1P38-08,30,Rs.620.00,200,0,"Rs.124,000.00"
2031,Grinding Wheel Branca 4 Inch (105X6X16 mm),1P57-01,4,Rs.95.00,310,0,"Rs.29,450.00"
2032,Grinding Wheel Branca 4 1/2 Inch (115X6X22 mm),1P57-02,4 1/2,Rs.120.00,725,0,"Rs.87,000.00"
2033,Manual Binding Hook Bar,2H65-01,0,Rs.275.00,340,0,"Rs.93,225.00"
2034,Screwdriver Bit Set,1P58-01,0,Rs.345.00,205,0,"Rs.68,655.00"
2035,Locking Pliers (Classic),2H66-01,0,Rs.790.00,480,0,"Rs.376,830.00"
2036,Pocket Balance 50kg,3G60-07,0,Rs.660.00,866,0,"Rs.569,580.00"
2037,Pressure Sprayer 16 Liter,3G128-03,5,"Rs.2,650.00",0,0,Rs.0.00
2038,Planer Blade 305X30X03 (12X1 1/4) Pilana - Red,1P29-18,1 1/4,"Rs.2,150.00",330,0,"Rs.670,800.00"
2039,Impulse Sealer 200mm,3G135-01,200,"Rs.2,740.00",36,3,"Rs.104,120.00"
2040,Impulse Sealer 300mm,3G135-02,300,"Rs.3,850.00",66,3,"Rs.257,950.00"
2041,Mosquito Mesh (Blue) 0.9mX25m,3G77-07,20,"Rs.1,690.00",36,0,Rs.0.00
2042,Bearing 6207,3G71-25,6207,Rs.450.00,224,0,"Rs.90,000.00"
2043,Bicycle Lock (Reguler) Large,3G24-03,0,Rs.390.00,74,15,"Rs.75,270.00"
2044,Hex Nut ( BSW ) ZP 1/4 Inch,3G136-01,04-Jan,Rs.580.00,34,0,"Rs.22,040.00"
2045,Hex Nut ( BSW ) ZP 5/16 Inch,3G136-02,16-May,Rs.580.00,22,10,"Rs.13,920.00"
2046,Hex Nut ( BSW ) ZP 3/8 Inch,3G136-03,08-Mar,Rs.580.00,0,0,Rs.580.00
2047,Hex Nut ( BSW ) ZP 1/2 Inch,3G136-04,02-Jan,Rs.580.00,0,0,Rs.580.00
2048,Water Meter,3G133-02,0,"Rs.1,400.00",0,0,Rs.0.00
2049,Basin Tap ( Polo - ABS ) Fancy - Lever Type,4S04-04,0,Rs.740.00,0,0,Rs.0.00
2050,Nano Tape ( Double Side ) Transparent 3/4 Inch,3G126-03,04-Mar,Rs.192.00,0,0,Rs.0.00
2051,Box Sockets Set (12 Pcs) Card,3G03-08,0,"Rs.2,450.00",5,6,"Rs.26,950.00"
2052,Cutting Wheel Faith 4 Inch ( 105X1.2X16 mm),1P12-07,4,Rs.39.00,3025,100,"Rs.92,625.00"
2053,Cutting Wheel Faith  4 1/2 Inch ( 115X1.2X22 mm),1P12-08,4 1/2,Rs.48.00,1575,150,"Rs.64,800.00"
2054,High Torque Color Light Measuring Pen (2pcs),2H67-01,0,Rs.300.00,391,0,"Rs.122,700.00"
2055,Threaded Bar (S/S) 8M (2mtr),3G134-05,8,"Rs.1,190.00",1902,0,"Rs.2,263,380.00"
2056,Threaded Bar (S/S) 10M (2mtr),3G134-06,10,"Rs.1,820.00",4566,0,"Rs.8,310,120.00"
2057,Threaded Bar (S/S) 12M (2mtr),3G134-07,12,"Rs.2,408.00",1322,0,"Rs.3,183,376.00"
2058,Combination Wrench (No-1) 28 mm,2H06-23,28,"Rs.1,575.00",163,0,"Rs.144,900.00"
2059,Magic Bend (Pvc) White 4 Inch,4S24-02,4,Rs.590.00,880,10,"Rs.519,790.00"
2060,Grinding Wheel Faith 4 Inch (105X6X16 mm),1P59-01,4,Rs.65.00,450,0,"Rs.29,575.00"
2061,Grinding Wheel Faith 4 1/2 Inch (115X6X22 mm),1P59-02,4 1/2,Rs.87.50,125,0,"Rs.11,375.00"
2062,Steel Measuring Tape ( Zi Ming -  LITE ) 3m,3G17-13,3,Rs.265.00,0,0,Rs.0.00
2063,Steel Measuring Tape ( Zi Ming - LITE ) 5m,3G17-14,5,Rs.330.00,0,0,Rs.0.00
2064,Steel Measuring Tape ( Zi Ming - LITE ) 7.5m,3G17-15,7.5,Rs.570.00,0,0,Rs.0.00
2065,Hole Saw Set (6 Pcs) Card,3G19-02,0,Rs.455.00,357,3,"Rs.160,160.00"
2066,Combination Pliers ( Xinmin ) Card 6 inch,2H13-10,6,Rs.285.00,150,9,"Rs.46,170.00"
2067,Combination Pliers ( Xinmin ) Card 8 inch,2H13-11,8,Rs.420.00,0,3,"Rs.1,260.00"
2068,Screwdriver Hevy (Hammer Head) 5 Inch (-),2H01-53,5,Rs.220.00,240,0,"Rs.91,080.00"
2069,Screwdriver Hevy (Hammer Head) 5 Inch (+),2H01-54,5,Rs.220.00,666,0,"Rs.144,540.00"
2070,Masking Tape ( Normal ) 1 X 15m,3G137-01,1,Rs.72.50,5220,120,"Rs.379,320.00"
2071,Masking Tape ( Normal ) 2 X 15m,3G137-02,2,Rs.145.00,3066,24,"Rs.441,960.00"
2072,Tower Bolt (S/S) 3 Inch,3G138-01,3,Rs.85.00,1670,15,"Rs.141,015.00"
2073,Tower Bolt (S/S) 4 Inch,3G138-02,4,Rs.100.00,1685,15,"Rs.129,200.00"
2074,Tower Bolt (S/S) 5 Inch,3G138-03,5,Rs.120.00,1778,15,"Rs.213,480.00"
2075,Tower Bolt (S/S) 6 Inch,3G138-04,6,Rs.145.00,1657,13,"Rs.193,720.00"
2076,Screwdriver CRISTAL (Hammer Head) 4 Inch (+),2H68-01,4,Rs.160.00,408,0,"Rs.101,280.00"
2077,Screwdriver CRISTAL (Hammer Head) 4 Inch (-),2H68-02,4,Rs.160.00,514,0,"Rs.44,640.00"
2078,Screwdriver CRISTAL (Hammer Head) 5 Inch (+),2H68-03,5,Rs.175.00,240,0,"Rs.2,100.00"
2079,Screwdriver CRISTAL (Hammer Head) 5 Inch (-),2H68-04,5,Rs.175.00,520,0,"Rs.130,725.00"
2080,Screwdriver CRISTAL (Hammer Head) 6 Inch (+),2H68-05,6,Rs.185.00,239,0,"Rs.130,980.00"
2081,Screwdriver CRISTAL (Hammer Head) 6 Inch (-),2H68-06,6,Rs.185.00,645,0,"Rs.44,400.00"
2082,Screwdriver CRISTAL (Hammer Head) 8 Inch (+),2H68-07,8,Rs.210.00,132,0,Rs.0.00
2083,Screwdriver CRISTAL (Hammer Head) 8 Inch (-),2H68-08,8,Rs.210.00,122,0,"Rs.51,030.00"
2084,Screwdriver CRISTAL (Hammer Head) 10 Inch (+),2H68-09,10,Rs.210.00,0,0,"Rs.25,200.00"
2085,Screwdriver CRISTAL (Hammer Head) 10 Inch (-),2H68-10,10,Rs.210.00,91,0,"Rs.19,110.00"
2086,Tower Bolt With Hasp (S/S) 4 Inch,3G139-01,4,Rs.595.00,12,0,"Rs.57,120.00"
2087,Tower Bolt With Hasp (S/S) 8 Inch,3G139-02,8,Rs.810.00,36,6,"Rs.29,970.00"
2088,Chicken Mesh ( Galvanised Wire ),3G78-05,15,"Rs.7,200.00",1,0,Rs.0.00
2089,Tap And Die Set - 12Pcs,2H69-01,0,"Rs.1,850.00",165,6,"Rs.310,800.00"
2090,Spray Pump (Gray) Heavy,3G12-05,0,Rs.270.00,381,29,"Rs.103,950.00"
2091,Multifunctional Wire Stripper,2H57-04,0,Rs.810.00,111,9,"Rs.93,960.00"
2092,Mini Wire Brush ( 3Pcs ),2H48-06,0,Rs.320.00,274,6,"Rs.88,000.00"
2093,Electric Blower,3G140-01,0,"Rs.2,835.00",0,0,"Rs.2,835.00"
2094,Caster Wheel SCREW (White) Swivel - Lock 1 1/2 Inch,3G141-01,1 1/2,Rs.95.00,392,0,"Rs.36,290.00"
2095,Caster Wheel SCREW (White) Swivel - Lock 2 Inch,3G141-02,2,Rs.126.00,301,0,"Rs.38,052.00"
2096,Caster Wheel SCREW (White) Swivel 1 1/2 Inch,3G141-03,1 1/2,Rs.85.00,380,0,"Rs.33,320.00"
2097,Caster Wheel SCREW (White) Swivel 2 Inch,3G141-04,2,Rs.116.00,300,0,"Rs.34,800.00"
2098,Steel Measuring Tape ( EHPL ) 3 m,3G17-16,3,Rs.320.00,2189,24,"Rs.701,440.00"
2099,Steel Measuring Tape ( EHPL ) 5 m,3G17-17,5,Rs.370.00,4495,24,"Rs.1,662,780.00"
2100,Steel Measuring Tape ( EHPL ) 7.5 m,3G17-18,7.5,Rs.695.00,817,12,"Rs.571,290.00"
2101,Iron Cleaner Wire Brush 5 Pcs,1P60-01,0,Rs.450.00,120,6,"Rs.83,700.00"
2102,Masking Tape ( Jumbo ) 1 Inch,3G137-03,1,Rs.195.00,795,300,"Rs.170,820.00"
2103,Masking Tape ( Jumbo ) 2 Inch,3G137-04,2,Rs.385.00,477,36,"Rs.177,870.00"
2104,Sliding Latch Bolt ( S/S ) 3 Inch,3G142-01,3,Rs.240.00,218,0,"Rs.52,800.00"
2105,Glue Stick 1.1 x 25 cm,3G87-02,0,"Rs.1,390.00",208,2,"Rs.289,120.00"
2106,Hex Key Set (Classic) Long Arm 9 Pcs - Square,2H42-07,0,Rs.700.00,288,0,"Rs.230,300.00"
2107,Hex Key Set (Star And Square) 18 Pcs Yellow Box,2H42-08,0,"Rs.1,570.00",129,5,"Rs.199,390.00"
2108,Welding Holder (600A),3G100-03,0,Rs.990.00,149,0,"Rs.195,030.00"
2109,Sprinkler (5 Way),3G11-07,0,Rs.190.00,994,0,"Rs.190,000.00"
2110,Heavy Duty Paint & Putty Mixer Rod,1P61-01,0,Rs.460.00,1,6,"Rs.2,760.00"
2111,Tool Box (Small),3G143-01,0,"Rs.4,100.00",66,3,"Rs.282,900.00"
2112,Tool Box (Large),3G143-02,0,"Rs.4,360.00",56,4,"Rs.257,240.00"
2113,Safty Mask With Goggle,3G105-10,0,Rs.920.00,366,0,"Rs.337,640.00"
2114,Hex Nut ( S/S ) M8,3G144-01,0,Rs.18.00,1780,0,"Rs.6,300.00"
2115,Hex Nut ( S/S ) M12,3G144-02,0,Rs.65.00,2625,0,"Rs.146,250.00"
2116,Flap Disc (Faith) 4 Inch (40),1P22-25,4,Rs.90.00,1340,110,"Rs.74,700.00"
2117,Flap Disc (Faith) 4 Inch (60),1P22-26,4,Rs.90.00,1180,130,"Rs.50,400.00"
2118,Flap Disc (Faith) 4 1/2 Inch (40),1P22-27,4 1/2,Rs.120.00,1572,50,"Rs.154,680.00"
2119,Bip Tap (POLO - ABS) Lever Head,4S02-08,0,Rs.280.00,129,0,"Rs.36,120.00"
2120,Packing Tape ( Jumbo ) 4.5cm X 400m,3G145-01,100,Rs.690.00,973,0,"Rs.707,940.00"
2121,Packing Tape ( Jumbo ) 4.5cm X 300m,3G145-02,100,Rs.595.00,848,0,"Rs.479,570.00"
2122,Packing Tape ( Jumbo ) 4.5cm X 200m,3G145-03,100,Rs.520.00,1344,12,"Rs.696,280.00"
2123,Packing Tape ( Normal ) 4.8cm X 50m,3G145-04,50,Rs.160.00,751,12,"Rs.120,000.00"
2124,Packing Tape ( Normal ) 4.8cm X 100m,3G145-05,100,Rs.285.00,1595,6,"Rs.437,190.00"
2125,Packing Tape ( Normal ) 4.8cm X 200m,3G145-06,100,Rs.550.00,733,0,"Rs.406,450.00"
2126,Water Filter ( Olympic ),4S38-01,0,Rs.115.00,13,0,Rs.0.00
